2020-05-28;22:31:36;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:32:36;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:33:37;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:34:37;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:35:38;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:36:38;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:37:39;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:38:39;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:39:40;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:40:40;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:41:40;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:42:41;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:43:41;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:44:42;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:45:42;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:46:43;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:47:43;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:48:44;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:49:44;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:50:45;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:51:45;-127.00-127.00   0.00   0.00   0.00   0.00   0.00
2020-05-28;22:52:17;0;0;1;0;0
2020-05-28;22:52:20;-127.00;-127.00;0.00;0.00;0.00;0.00;0.00
2020-05-28;22:53:21;-127.00;-127.00;0.00;0.00;0.00;0.00;0.00
2020-05-28;22:54:21;-127.00;-127.00;0.00;0.00;0.00;0.00;0.00
2020-05-28;22:55:22;-127.00;-127.00;0.00;0.00;0.00;0.00;0.00
2020-05-28;22:55:49;0;0;1;0;0
2020-05-28;22:55:53;-127.00;-127.00;0.00;0.00;0.00;0.00;0.00
2020-05-28;22:56:09;1;48;49;0;0
2020-05-28;22:56:09;1;16;20;0;0
2020-05-28;22:56:12;1;48;50;0;0
2020-05-28;22:56:12;1;16;20;0;0
2020-05-28;22:56:12;1;32;35;0;0
2020-05-28;22:56:18;2;96;98;0;0
2020-05-28;22:56:18;2;112;114;0;0
2020-05-28;22:56:18;2;80;82;0;0
2020-05-28;22:56:20;2;64;69;0;0
2020-05-28;22:56:22;2;112;114;0;0
2020-05-28;22:56:22;2;80;81;0;0
2020-05-28;22:56:24;2;64;68;0;0
2020-05-28;22:56:31;1;48;49;0;0
2020-05-28;22:56:31;1;16;20;0;0
2020-05-28;22:56:34;1;48;50;0;0
2020-05-28;22:56:34;1;16;20;0;0
2020-05-28;22:56:34;1;16;20;0;0
2020-05-28;22:56:35;1;48;50;0;0
2020-05-28;22:56:35;1;16;20;0;0
2020-05-28;22:56:35;1;32;35;0;0
2020-05-28;22:56:37;1;48;50;0;0
2020-05-28;22:56:37;1;16;20;0;0
2020-05-28;22:56:37;1;16;20;0;0
2020-05-28;22:58:28;0;0;1;0;0
2020-05-28;22:58:37;1;48;50;0;0
2020-05-28;22:58:37;1;16;20;0;0
2020-05-28;22:58:37;1;32;35;0;0
2020-05-28;22:58:38;1;48;49;0;0
2020-05-28;22:58:38;1;16;20;0;0
2020-05-28;22:58:47;2;96;98;0;0
2020-05-28;22:58:47;2;112;114;0;0
2020-05-28;22:58:47;2;80;82;0;0
2020-05-28;22:58:48;2;64;69;0;0
2020-05-28;23:03:51;0;0;1;0;0
2020-05-29;07:57:52;2;96;98;0;0
2020-05-29;07:57:52;2;112;114;0;0
2020-05-29;07:57:52;2;80;82;0;0
2020-05-29;07:57:53;2;64;69;0;0
2020-05-29;07:57:53;2;112;114;0;0
2020-05-29;07:57:53;2;80;81;0;0
2020-05-29;07:57:55;2;64;68;0;0
